,text,class
23291,elba rocio,2
23292,jairo antonio,1
23293,lezama,3
23294,perla marisol,2
23295,omar salvador,1
23296,victor manu,1
23297,agarro un prestamo,0
23298,lucero guadalupe,2
23299,ivette del carmen,2
23300,esperanza patricia,2
23301,andrea elizabeth,2
23302,que,0
23303,hector julio,1
23304,elsa guadalupe,2
23305,ana lucy,2
23306,me lo,0
23307,saul fernando,1
23308,nelida guadalupe,2
23309,blanca lucia,2
23310,alfonso enrique,1
23311,tepox,3
23312,jorge lorenzo,1
23313,jose julian,1
23314,simitria,2
23315,rio,3
23316,carmen lorena,2
23317,larumbe,3
23318,blanca teresa,2
23319,tomas alberto,1
23320,jose refugio,1
23321,rita,3
23322,ortigoza,3
23323,vergara,3
23324,perla fabiola,2
23325,anza,3
23326,betsabe,2
23327,luz araceli,2
23328,linaldi,3
23329,lourdes magdalena,2
23330,blanca magdalena,2
23331,eliud,1
23332,escayola,3
23333,olive,3
23334,laura guillermina,2
23335,tavira,3
23336,mario hugo,1
23337,waldo,3
23338,cuanto voy,0
23339,oscar efren,1
23340,margarita del rosario,2
23341,maria cleotilde,2
23342,gumesindo,3
23343,martha edith,2
23344,gorzo,3
23345,melendrez,3
23346,otros creditos,0
23347,de,0
23348,alma cecilia,2
23349,alma jessica,2
23350,oscar gilberto,1
23351,lucia esther,2
23352,caudillo,3
23353,luis arnulfo,1
23354,cequera,3
23355,hora puedo,0
23356,hugo ricardo,1
23357,mauricia,2
23358,yopihua,3
23359,baltazares,3
23360,luz bertha,2
23361,covian,3
23362,rosa anahi,2
23363,claudia de jesus,2
23364,soy trabajador,0
23365,galloso,3
23366,secundina,2
23367,baltasar,3
23368,brenda judith,2
23369,arturo jesus,1
23370,evaristo,3
23371,luis arnoldo,1
23372,william,1
23373,artezan,3
23374,cristina beatriz,2
23375,sigue despues,0
23376,alfonso de jesus,1
23377,schultz,3
23378,laureano,3
23379,alan eduardo,1
23380,montero,3
23381,carlos a,1
23382,patricia antonia,2
23383,orduña,3
23384,silvia teresa,2
23385,asael,1
23386,tolamatl,3
23387,idalia elizabeth,2
23388,iliana del carmen,2
23389,mirna esther,2
23390,bibiano,3
23391,para,0
23392,zetina,3
23393,hector armando,1
23394,que falta,0
23395,gloria nelly,2
23396,jesus del carmen,2
23397,maria isabel,2
23398,fuentevilla,3
23399,olachea,3
23400,estoy interesado,0
23401,pinon,3
23402,martha esperanza,2
23403,ningun,0
23404,chacha,3
23405,olmedo,3
23406,ana ma,2
23407,garduño,3
23408,margarita patricia,2
23409,cardos,3
23410,rechazados,0
23411,silvia leticia,2
23412,tengo,0
23413,sandra monica,2
23414,gabriela catalina,2
23415,ordoñez,3
23416,adaneli,2
23417,casilda,2
23418,huidobro,3
23419,brenda yolanda,2
23420,cosme,3
23421,eleodoro,1
23422,giner,3
23423,viridiana lizbeth,2
23424,victor,3
23425,algun telefono,0
23426,florina,2
23427,manga,3
23428,animas,3
23429,los plazos,0
23430,fernando alejandro,1
23431,jesus ramon,1
23432,namorado,3
23433,herlindo,1
23434,filemon,3
23435,edgar roberto,1
23436,blanca lydia,2
23437,valdemar,3
23438,elia edith,2
23439,escuen,3
23440,angelica elizabeth,2
23441,llave,3
23442,beto,3
23443,con notas,0
23444,grax,0
23445,goujon,3
23446,hilda luz,2
23447,luis mario,1
23448,crisanta,2
23449,simental,3
23450,andres enrique,1
23451,geniz,3
23452,ma del pilar,2
23453,nombre del solicitante,0
23454,hilda aracely,2
23455,diferencias,0
23456,de,0
23457,toscano,3
23458,etzel,2
23459,tintor,3
23460,martha delia,2
23461,terrones,3
23462,rafael andres,1
23463,ferretis,3
23464,eder jair,1
23465,maria eugen,2
23466,penelope,2
23467,rocio yadira,2
23468,maria de jesus,1
23469,lilia concepcion,2
23470,nora icela,2
23471,amir,1
23472,cuateco,3
23473,isabel araceli,2
23474,isela,2
23475,tijerina,3
23476,a donde,0
23477,alma aide,2
23478,carlos enrique,1
23479,abigael,1
23480,guadalupe e,2
23481,a que refieres,0
23482,vivo en,0
23483,hilda teresa,2
23484,mariana,2
23485,gloria andrea,2
23486,rosa carmina,2
23487,ceseña,3
23488,leydi,2
23489,tiempo puedo,0
23490,ma teresa,2
23491,el tiempo,0
23492,geron,3
23493,erik omar,1
23494,camey,3
23495,maria rosenda,2
23496,maria apolinar,2
23497,sandra ines,2
23498,ortuño,3
23499,arrearan,3
23500,martha azucena,2
23501,villagrana,3
23502,bersain,1
23503,luz esmeralda,2
23504,viruete,3
23505,romanillo,3
23506,netzahualcoyotl,1
23507,tannia,2
23508,moheno,3
23509,rita irene,2
23510,alma griselda,2
23511,mario ernesto,1
23512,no,0
23513,guillermo arturo,1
23514,ponce de leon,3
23515,tania guadalupe,2
23516,fredy,1
23517,dora alic,2
23518,amauri,1
23519,martha griselda,2
23520,madero,3
23521,irma ruth,2
23522,octavio de jesus,1
23523,blanca areli,2
23524,fatima esmeralda,2
23525,manuel reyes,1
23526,prestabot,0
23527,para,0
23528,argelio,1
23529,idaly,2
23530,ximello,3
23531,sandra aide,2
23532,ariana guadalupe,2
23533,ma xochitl,2
23534,bovio,3
23535,caro,3
23536,ahorrarme,0
23537,gerardo ariel,1
23538,martha arely,2
23539,tapiz,3
23540,ma carolina,2
23541,en,0
23542,no,0
23543,olga irene,2
23544,chao,3
23545,barraza,3
23546,mario rene,1
23547,berrones,3
23548,liliana rocio,2
23549,luz mercedes,2
23550,siu,3
23551,pavon,3
23552,guadalupe maricela,2
23553,helmer,1
23554,luz divina,2
23555,blanca griselda,2
23556,maria eladia,2
23557,jose man,1
23558,saul isaac,1
23559,lievanos,3
23560,rosa alma,2
23561,venancio,1
23562,peniche,3
23563,ariel enrique,1
23564,rosario marisol,2
23565,no ha,0
23566,frank,1
23567,datos,0
23568,acceso a mis,0
23569,maria teresa,2
23570,brenda verenice,2
23571,mirna elizabeth,2
23572,maria del refugi,2
23573,maria del rosa,2
23574,reynalda,2
23575,alejandro enrique,1
23576,maria vicenta,2
23577,luisa irene,2
23578,diana guadalupe,2
23579,dulce arely,2
23580,irma alejandra,2
23581,erika josefina,2
23582,blanca elba,2
23583,guadalupe carmen,2
23584,hector israel,1
23585,rosario edith,2
23586,flores,3
23587,angel fernando,1
23588,madel carmen,2
23589,quien fondea,0
23590,liceaga,3
23591,ceverino,3
23592,bancoppel pero,0
23593,icaza,3
23594,myrna alicia,2
23595,juan manu,1
23596,ma gloria,2
23597,muñiz,3
23598,ruacho,3
23599,bella aurora,2
23600,victor roman,1
23601,nemias,1
23602,rey,1
23603,cesar,3
23604,silvia isabel,2
23605,nancy mireya,2
23606,lucia estela,2
23607,ivan daniel,1
23608,betanzo,3
23609,marta maria,2
23610,luz elisa,2
23611,roberto fernando,1
23612,arturo,1
23613,patiño,3
23614,karina lizeth,2
23615,ma matilde,2
23616,arciga,3
23617,sanluis,3
23618,karla viviana,2
23619,josue alberto,1
23620,rosa,2
23621,griselda elizabeth,2
23622,celia margarita,2
23623,sara georgina,2
23624,yo,0
23625,avendao,3
23626,y ku,3
23627,ese,0
23628,martha antonieta,2
23629,esponda,3
23630,que se,0
23631,ascencio,3
23632,norma elvia,2
23633,gabriela esperanza,2
23634,hugo noe,1
23635,no llego el,0
23636,diana karina,2
23637,berridi,3
23638,el plazo,0
23639,karina,2
23640,edgar adrian,1
23641,dolores elena,2
23642,duda,0
23643,talavera,3
23644,javier alonso,1
23645,francisco ignacio,1
23646,santiago,2
23647,huerfano,3
23648,bertha gloria,2
23649,marco alfonso,1
23650,claudia eugenia,2
23651,martha filomena,2
23652,viedma,3
23653,medero,3
23654,alba isabel,2
23655,ma elizabet,2
23656,arnaud,3
23657,ana elisa,2
23658,jose vidal,1
23659,villarruel,3
23660,carmen josefina,2
23661,sonia lorena,2
23662,andaverde,3
23663,sofia alejandra,2
23664,tepetlapa,3
23665,ireri,2
23666,rubi guadalupe,2
23667,claudia azucena,2
23668,numero de,0
23669,enrique alonso,1
23670,plazos,0
23671,de nomina,0
23672,puedo tener,0
23673,sein,1
23674,angela guadalupe,2
23675,compañ,3
23676,monica elizabeth,2
23677,liliana,2
23678,nahuatt,3
23679,fernando octavio,1
23680,facundo,1
23681,barandica,3
23682,mirna alejandra,2
23683,cue,3
23684,ostria,3
23685,guadalupe de lourdes,2
23686,sandra nelly,2
23687,yolanda alejandra,2
23688,elizabeth carmen,2
23689,yazmin alicia,2
23690,arzaluz,3
23691,miguel enrique,1
23692,carlos guadalupe,1
23693,fatima rosario,2
23694,el,0
23695,ana georgina,2
23696,si no pago,0
23697,celedonia,2
23698,juan rafael,1
23699,petra maria,2
23700,beatriz ariana,2
23701,lariz,3
23702,miraflores,3
23703,enimia,2
23704,aidee,2
23705,de dios,3
23706,norma victoria,2
23707,corroy,3
23708,apolonio,3
23709,rubisela,2
23710,leonorilda,2
23711,xochitl leticia,2
23712,axayacatl,1
23713,prestamo,0
23714,miriam leticia,2
23715,maria guadalupe del rocio,2
23716,claudia antonia,2
23717,cabada,3
23718,rocio julieta,2
23719,virgilia,2
23720,ferriz,3
23721,rita margarita,2
23722,felipe de j,1
23723,diana areli,2
23724,cesar gabriel,1
23725,omar gerardo,1
23726,orduño,3
23727,rosa aide,2
23728,archila,3
23729,gabriela susana,2
23730,ma petra,2
23731,alfonsin,3
23732,belma,2
23733,reyna concepcion,2
23734,albavera,3
23735,juan ciro,1
23736,ma guillermina,2
23737,sumarraga,3
23738,genovez,3
23739,ma lilia,2
23740,sofia del carmen,2
23741,grageda,3
23742,como,0
23743,ricardo eduardo,1
23744,martha guada,2
23745,margarita i,2
23746,ma guillermina,2
23747,clara luz,2
23748,cesilia,2
23749,nora hilda,2
23750,casarrubias,3
23751,julio hector,1
23752,leggs,3
23753,ferriño,3
23754,hermida,3
23755,campo,0
23756,jacales,3
23757,merito,3
23758,karla leticia,2
23759,emiliana,2
23760,julieta maria,2
23761,teresa gabriela,2
23762,cristobal de jesus,1
23763,yanet alejandra,2
23764,ciriaco,3
23765,gadsden,3
23766,septimo,3
23767,rocio de guadalupe,2
23768,lecourtois,3
23769,pallares,3
23770,cote,3
23771,huereca,3
23772,adriana yolanda,2
23773,ma jesus,2
23774,mayreli,2
23775,parrao,3
23776,alceda,3
23777,iris gabriela,2
23778,roman jesus,1
23779,luz idalia,2
23780,claudia lizzet,2
23781,saul ernesto,1
23782,andrea guadalupe,2
23783,nepomuceno,3
23784,julia beatriz,2
23785,mayra lizbeth,2
23786,jorge ismael,1
23787,beatriz concepcion,2
23788,cosetl,3
23789,maria mar,2
23790,blanqueto,3
23791,alma iris,2
23792,noe alejandro,1
23793,mario ramon,1
23794,ingresos que hago,0
23795,denice,2
23796,paula,2
23797,castillero,3
23798,el credito,0
23799,podido enviar,0
23800,melisa,2
23801,javier humberto,1
23802,tuxpan,3
23803,villar,3
23804,guendulay,3
23805,fidel,3
23806,ma cecilia,2
23807,rocio guadalupe,2
23808,rosa idalia,2
23809,mallozzi,3
23810,jorge edgar,1
23811,cesar emilio,1
23812,cuevas,3
23813,cocotle,3
23814,ma gricelda,2
23815,ninel,2
23816,david ulises,1
23817,herlinda guadalupe,2
23818,vicente,3
23819,leticia susana,2
23820,martha elena,2
23821,erika adriana,2
23822,faustino,1
23823,intereses,0
23824,caballero,3
23825,yañez,3
23826,martin a,1
23827,almodovar,3
23828,estoy llenando,0
23829,batiz,3
23830,cynthia berenice,2
23831,mario armando,1
23832,jose melquiades,1
23833,piña,3
23834,soler,3
23835,herminia guadalupe,2
23836,airam,2
23837,narro,3
23838,victor manue,1
23839,brenis,3
23840,martin,2
23841,yañez,3
23842,yarely,2
23843,la,0
23844,miriam del socorro,2
23845,cristina del carmen,2
23846,manuel dario,1
23847,rolando javier,1
23848,ana maria del carmen,2
23849,luis a,1
23850,delia nohemi,2
23851,olga carolina,2
23852,clave,0
23853,rosa edith,2
23854,beatriz veronica,2
23855,carlos luis,1
23856,canuto,1
23857,anell,2
23858,rojo,3
23859,karla judith,2
23860,blanca rosalia,2
23861,xochitl citlalli,2
23862,alfredo guadalupe,1
23863,clara elizabeth,2
23864,cesar rodrigo,1
23865,yenisei,2
23866,gerardo de jesus,1
23867,martha maricela,2
23868,llinas,3
23869,olga marcela,2
23870,segundo,1
23871,salaz,3
23872,karina adriana,2
23873,licerio,3
23874,olazaran,3
23875,galindo,3
23876,viviano,1
23877,elsa isela,2
23878,ignacio arturo,1
23879,guerrero,1
23880,cuenta que hago,0
23881,marez,3
23882,barba,3
23883,juan adolfo,1
23884,cristina araceli,2
23885,col,3
23886,arambul,3
23887,rechazada de,0
23888,olmeda,3
23889,guapo,3
23890,zuñiga,3
23891,roberta,2
23892,rosa bertha,2
23893,aparece esa opcion,0
23894,palazuelos,3
23895,poner uno,0
23896,nuñez,3
23897,marili,2
23898,ursulo,3
23899,areli guadalupe,2
23900,aldaraca,3
23901,correcto no,0
23902,dennise,2
23903,mendieta,3
23904,lauterio,3
23905,azucena margarita,2
23906,es el rendimiento,0
23907,seidy,2
23908,gustavo alfredo,1
23909,ibarra,3
23910,asbell,3
23911,yezenia,2
23912,osvelia,2
23913,lauro,1
23914,bante,3
23915,jose antonio,2
23916,dora araceli,2
23917,david de jesus,1
23918,cira,3
23919,credito,0
23920,pedro,3
23921,perla nohemi,2
23922,david arturo,1
23923,y no,0
23924,talamantes,3
23925,jose edgardo,1
23926,zetera,3
23927,jeorgina,2
23928,susan,2
23929,fidencia,2
23930,tehuitzil,3
23931,brenda karina,2
23932,natanael,1
23933,heidi,2
23934,adolfina,2
23935,callado,3
23936,comprobantes pero si,0
23937,el,0
23938,victoria yolanda,2
23939,antelmo,1
23940,maria ca,2
23941,robert,3
23942,pedrero,3
23943,jose rodolfo,1
23944,antonia guadalupe,2
23945,taylor,3
23946,ortencia,2
23947,davila,3
23948,francisco filiberto,1
23949,puedo pedir prestado,0
23950,maria natividad,2
23951,a la cuenta,0
23952,denise,2
23953,me covenga,0
23954,olga imelda,2
23955,la direccion donde,0
23956,jose pilar,1
23957,ana elsi,2
23958,tagle,3
23959,mecinas,3
23960,reportar a alguien,0
23961,tiene correo vigente,0
23962,que mi usuario,0
23963,solicitud ya la,0
23964,wendy maribel,2
23965,famania,3
23966,nivon,3
23967,ruelas,3
23968,juana paula,2
23969,norma lilia,2
23970,blanca ines,2
23971,carina,2
23972,ponciano,3
23973,guadalupe natividad,2
23974,maria elena de la cruz,2
23975,edna lizeth,2
23976,patricia maria,2
23977,rosa marlene,2
23978,ma de lour,2
23979,lourdes del socorro,2
23980,yadira yazmin,2
23981,alberto rafael,1
23982,los requisitos,0
23983,garrafa,3
23984,como puedo cobrar,0
23985,lucia beatriz,2
23986,al cargar,0
23987,engracia,2
23988,manuel ivan,1
23989,juan hipolito,1
23990,glafiro,1
23991,karina araceli,2
23992,si no,0
23993,nanguelu,3
23994,silvia mireya,2
23995,maria irasema,2
23996,luz leticia,2
23997,para,0
23998,obtener el credito,0
23999,mis prestamos,0
24000,melecia,2
24001,maria fatima,2
24002,santiago de jesus,1
24003,briceida,2
24004,rita graciela,2
24005,aricelda,2
24006,rafael armando,1
24007,maria gemma,2
24008,perla esperanza,2
24009,simulacion del,0
24010,lucena,3
24011,martha elisa,2
24012,juana francisca,2
24013,victoria cristina,2
24014,brena,3
24015,pintor,3
24016,norato,3
24017,mirna patricia,2
24018,canepa,3
24019,nava,3
24020,nora elsa,2
24021,anzua,3
24022,peinado,3
24023,dalia del carmen,2
24024,martin oscar,1
24025,jose carlos,1
24026,marlit,2
24027,hector gabriel,1
24028,bertha laura,2
24029,cleto,1
24030,coss,3
24031,landy,2
24032,insunza,3
24033,amelia guadalupe,2
24034,tomas,3
24035,nancy yolanda,2
24036,luis alonzo,1
24037,dinero,0
24038,porfiria,2
24039,mendoza,3
24040,guadalupe magdalena,2
24041,con,0
24042,mazun,3
24043,juan salvador,1
24044,no,0
24045,napoles,3
24046,mansilla,3
24047,francisco j,1
24048,petrona,2
24049,de santiago,3
24050,catedral,3
24051,jaime augusto,1
24052,rene alfonso,1
24053,rey david,1
24054,maranto,3
24055,laura elsa,2
24056,todo esta lleno,0
24057,geronima,2
24058,maria aurea,2
24059,perla aracely,2
24060,mario saul,1
24061,ivan alberto,1
24062,conrada,2
24063,daniels,3
24064,vizzuett,3
24065,zempoaltecatl,3
24066,maria lucia,2
24067,tlatoa,3
24068,mayra ivonne,2
24069,flota,3
24070,adiel,1
24071,pioquinto,1
24072,una solicitud de,0
24073,vallejos,3
24074,ma felicitas,2
24075,manuela de jesus,2
24076,altamira,3
24077,lino alberto,1
24078,eleno,3
24079,prezas,3
24080,donjuan,3
24081,abonza,3
24082,karina haydee,2
24083,jose hermilo,1
24084,eustacio,1
24085,barrena,3
24086,xochitl judith,2
24087,kenia elizabeth,2
24088,madrigales,3
24089,xaca,3
24090,bertha gabriela,2
24091,olivares,3
24092,guadalupe georgina,2
24093,abigahil,2
24094,ma paz,2
24095,blanca esperanza,2
24096,me,0
24097,mariana alejandra,2
24098,irma victoria,2
24099,max,1
24100,fernando martin,1
24101,ultreras,3
24102,bertha silvia,2
24103,austria,3
24104,jose socorro,1
24105,como le,0
24106,ines,1
24107,jose cuauhtemoc,1
24108,jijon,3
24109,chiquito,3
24110,guillermo,2
24111,blanca esmeralda,2
24112,zuñiga,3
24113,xitlaly,2
24114,cuel,3
24115,sandra luz,2
24116,palomec,3
24117,carlos victor,1
24118,nombre,0
24119,esthela,2
24120,toache,3
24121,campis,3
24122,blanca edith,2
24123,melin,3
24124,carlon,3
24125,deniz,3
24126,jaqueline guadalupe,2
24127,adauta,3
24128,rosaliano,3
24129,orueta,3
24130,navarrete,3
24131,fidel arturo,1
24132,dulce ivette,2
24133,dan,0
24134,ival,3
24135,mogica,3
24136,johnny,1
24137,edna elizabeth,2
24138,arali,2
24139,guadalupe patricia,2
24140,claudia magaly,2
24141,deni,2
24142,santeliz,3
24143,lira,3
24144,cinthia teresa,2
24145,ada lilia,2
24146,arrizon,3
24147,cancelar,0
24148,domingo,3
24149,velina,2
24150,hugo fernando,1
24151,huberto,1
24152,ena,2
24153,casco,3
24154,campechano,3
24155,juan jos,1
24156,a,0
24157,pura,3
24158,tortoledo,3
24159,,0
24160,saira,2
24161,veronica marisol,2
24162,bizarron,3
24163,madriz,3
24164,javier ernesto,1
24165,magdiel,1
24166,katiria,2
24167,prestador,0
24168,olga alicia,2
24169,nayra,2
24170,marylu,2
24171,disculpa es,0
24172,pablo humberto,1
24173,pala,3
24174,huicoza,3
24175,y sosa,3
24176,virgen,3
24177,riveroll,3
24178,zaira lizeth,2
24179,claudia fabiola,2
24180,cintura,3
24181,cesar hugo,1
24182,anahi alejandra,2
24183,tengo,0
24184,juvencia,2
24185,capultitla,3
24186,juana patricia,2
24187,alma rocio,2
24188,yedith,2
24189,de,0
24190,bertha lilia,2
24191,ramiro antonio,1
24192,barajas,3
24193,isais,3
24194,niño,3
24195,joel adrian,1
24196,blanca esther,2
24197,comision,0
24198,tonopomea,3
24199,estare esperando se,0
24200,karla fernanda,2
24201,bella guadalupe,2
24202,martha edna,2
24203,baudel,1
24204,maria adelita,2
24205,rosa reyna,2
24206,marina,2
24207,maria fidelia,2
24208,gabriela cristina,2
24209,macareno,3
24210,sandra gisela,2
24211,tiempo,3
24212,mariaca,3
24213,zermeño,3
24214,cima,3
24215,maria oliva,2
24216,dice que,0
24217,pintado,3
24218,catano,3
24219,melchisedec,1
24220,norma esperanza,2
24221,irma cecilia,2
24222,jorge gerardo,1
24223,grissel,2
24224,narciso,1
24225,paulin,3
24226,laura janeth,2
24227,laura mireya,2
24228,arguijo,3
24229,juan valentin,1
24230,gamboa,3
24231,quiñonez,3
24232,darse de,0
24233,constanza,2
24234,iliana patricia,2
24235,paula ines,2
24236,laura soledad,2
24237,edgar augusto,1
24238,patricia edith,2
24239,florecita,2
24240,cardenaz,3
24241,quintas,3
24242,marcela leticia,2
24243,laura noemi,2
24244,jackelin,2
24245,galnarez,3
24246,claudia imelda,2
24247,atenas,2
24248,manuel eduardo,1
24249,hector horacio,1
24250,mani,3
24251,dan recibos de,0
24252,maria francisca,2
24253,maria hermila,2
24254,ma de la cruz,2
24255,dora gabriela,2
24256,juana yolanda,2
24257,ibarria,3
24258,velducea,3
24259,xolot,3
24260,bartolo,1
24261,ma de los angeles,2
24262,cabezas,3
24263,griselda,2
24264,heliodoro,1
24265,zuarez,3
24266,nolberto,1
24267,juan ranulfo,1
24268,leonides,1
24269,tiene contacto,0
24270,villaseca,3
24271,en,0
24272,america maria,2
24273,zeferino,3
24274,hector eduardo,1
24275,taquillo,3
24276,elsa martha,2
24277,solo tengo de,0
24278,jesus felipe,1
24279,elorriaga,3
24280,urbieta,3
24281,desde como hago,0
24282,claudia leonor,2
24283,aureo,1
24284,pedro gabriel,1
24285,mazoraqui,3
24286,diana gabriela,2
24287,medecigo,3
24288,norma gisela,2
24289,edison,1
24290,nopalera,3
24291,alejandra fabiola,2
24292,cantera,3
24293,al,0
24294,norma ines,2
24295,basilia,2
24296,francisco carlos,1
24297,dozal,3
24298,carreño,3
24299,leonor hilda,2
24300,mario david,1
24301,hadad,3
24302,moncivais,3
24303,montes de oca,3
24304,domingo de jesus,1
24305,uvaldo,1
24306,quisiera saber si,0
24307,placida,2
24308,grindelia,2
24309,lendechy,3
24310,porto,3
24311,isai,1
24312,juan carlos,1
24313,ma sandra,2
24314,zanatta,3
24315,gerzain,1
24316,llarena,3
24317,hulda,2
24318,deisy guadalupe,2
24319,chepillo,3
24320,chametla,3
24321,femat,3
24322,teresa de je,2
24323,buenabad,3
24324,sergio augusto,1
24325,ma graciela,2
24326,rosa hermelinda,2
24327,luis german,1
24328,nayheli,2
24329,llergo,3
24330,prince,3
24331,dina,3
24332,edmundo javier,1
24333,comprobantes,0
24334,emma leticia,2
24335,ninive,2
24336,silvia martha,2
24337,estefany,2
24338,que,0
